Unnamed: 0,Rank,Species (50 CFR Part 17),Status,Species Total,Cumulatative Total
,992,,hyllostegia waimeae (=Sci name),,E,,"$10,249",,"$1,361,905,028"
,992,,amakahala (Labordia tinifolia var. wahiawaensis),,E,,"$10,249",,"$1,361,915,277"
,993,,"aucorid, Ash Meadows (Ambrysus amargosus)",,T,,"$10,190",,"$1,361,925,467"
,994,,chiedea membranacea (=Sci name),,E,,"$10,181",,"$1,361,935,648"
,994,,ysimachia maxima (=Sci name),,E,,"$10,181",,"$1,361,945,829"
,995,,"reeper, Molokai (Paroreomyza flammea)",,E,,"$10,109",,"$1,361,955,938"
,996,,awae`iole (Huperzia mannii),,E,,"$10,055",,"$1,361,965,993"
,997,,ehe (Lipochaeta micrantha),,E,,"$10,032",,"$1,361,976,025"
,998,,"oki`o, Cooke's (Kokia cookei)",,E,,"$10,005",,"$1,361,986,030"
,999,,"llocarya, Calistoga (Plagiobothrys strictus)",,E,,"$10,000",,"$1,361,996,030"
,999,,"luegrass, Napa (Poa napensis)",,E,,"$10,000",,"$1,362,006,030"
,999,,"histle, fountain (Cirsium fontinale var. fontinale)",,E,,"$10,000",,"$1,362,016,030"
,999,,apa rosa (Callicarpa ampla),,E,,"$10,000",,"$1,362,026,030"
,999,,hupacallos (Pleodendron macranthum),,E,,"$10,000",,"$1,362,036,030"
,999,,alo colorado (Ternstroemia luquillensis),,E,,"$10,000",,"$1,362,046,030"
,1000,,"vesia, Ash Meadows (Ivesia kingii var. eremica)",,T,,"$9,990",,"$1,362,056,020"
,1000,,"unray, Ash Meadows (Enceliopsis nudicaulis var. corrugata)",,T,,"$9,990",,"$1,362,066,010"
,1000,,"umplant, Ash Meadows (Grindelia fraxino-pratensis)",,T,,"$9,990",,"$1,362,076,000"
,1001,,"omace fly, [unnamed] (Drosophila ochrobasis)",,E,,"$9,923",,"$1,362,085,923"
,1002,,"ioplax, cylindrical (snail) (Lioplax cyclostomaformis)",,E,,"$9,916",,"$1,362,095,839"
,1003,,"and-verbena, large-fruited (Abronia macrocarpa)",,E,,"$9,900",,"$1,362,105,739"
,1004,,"lazingstar, Heller's (Liatris helleri)",,T,,"$9,820",,"$1,362,115,559"
,1005,,upaka (Isodendrion laurifolium),,E,,"$9,791",,"$1,362,125,350"
,1006,,iola helenae (=Sci name),,E,,"$9,749",,"$1,362,135,099"
,1006,,aha (Cyanea procera),,E,,"$9,749",,"$1,362,144,848"
,1006,,a`ena`e (Dubautia pauciflorula),,E,,"$9,749",,"$1,362,154,597"
,1006,,a`ena`e (Dubautia plantaginea ssp. humilis),,E,,"$9,749",,"$1,362,164,346"
,1006,,hyllostegia mannii (=Sci name),,E,,"$9,749",,"$1,362,174,095"
,1007,,"andwort, Cumberland (Arenaria cumberlandensis)",,E,,"$9,746",,"$1,362,183,841"
,1008,,"schaemum, Hilo (Ischaemum byrone)",,E,,"$9,739",,"$1,362,193,580"
,1009,,emya montgomeryi (=Sci name),,E,,"$9,681",,"$1,362,203,261"
,1009,,tenogyne campanulata (=Sci name),,E,,"$9,681",,"$1,362,212,942"
,1009.0,,aiwale (Cyrtandra paliku),,E,,"$9,681",,"$1,362,222,623"
,1010.0,,"hub, Chihuahua (Gila nigrescens)",,T,,"$9,537",,"$1,362,232,160"
,1011.0,,amakahala (Labordia triflora),,E,,"$9,532",,"$1,362,241,692"
,1012.0,,"reeper, Oahu (Paroreomyza maculata)",,E,,"$9,500",,"$1,362,251,192"
,1012.0,,"ightjar, Puerto Rican (Caprimulgus noctitherus)",,E,,"$9,500",,"$1,362,260,692"
,1012.0,,alo de nigua (Cornutia obovata),,E,,"$9,500",,"$1,362,270,192"
,1012.0,,iguero de sierra (Crescentia portoricensis),,E,,"$9,500",,"$1,362,279,692"
,1012.0,,aphnopsis hellerana (=Sci name),,E,,"$9,500",,"$1,362,289,192"
,1012.0,,epanthes eltoroensis (=Sci name),,E,,"$9,500",,"$1,362,298,692"
,1012.0,,"eperomia, Wheeler's (Peperomia wheeleri)",,E,,"$9,500",,"$1,362,308,192"
,1012.0,,"alnut (=Nogal), West Indian (Juglans jamaicensis)",,E,,"$9,500",,"$1,362,317,692"
,1012.0,,lex sintenisii (=Sci name),,E,,"$9,500",,"$1,362,327,192"
,1013.0,,"omace fly, [unnamed] (Drosophila aglaia)",,E,,"$9,423",,"$1,362,336,615"
,1014.0,,"edge, white (Carex albida)",,E,,"$9,400",,"$1,362,346,015"
,1014.0,,"ily, Pitkin Marsh (Lilium pardalinum ssp. pitkinense)",,E,,"$9,400",,"$1,362,355,415"
,1014.0,,"ewelflower, Tiburon (Streptanthus niger)",,E,,"$9,400",,"$1,362,364,815"
,1015.0,,oryopteris angelica (=Sci name),,E,,"$9,397",,"$1,362,374,212"
,1016.0,,"pomopsis, Holy Ghost (Ipomopsis sancti-spiritus)",,E,,"$9,259",,"$1,362,383,471"
,1017.0,,ylosma crenatum (=Sci name),,E,,"$9,249",,"$1,362,392,720"
,1017.0,,tenogyne bifida (=Sci name),,E,,"$9,249",,"$1,362,401,969"
,1018.0,,anicula purpurea (=Sci name),,E,,"$9,210",,"$1,362,411,179"
,1019.0,,"ibiscus, Clay's (Hibiscus clayi)",,E,,"$9,181",,"$1,362,420,360"
,1019.0,,aha (Cyanea undulata),,E,,"$9,181",,"$1,362,429,541"
,1020.0,,yonia truncata var. proctorii (=Sci name),,E,,"$9,170",,"$1,362,438,711"
,1021.0,,"eather, mountain golden (Hudsonia montana)",,T,,"$9,080",,"$1,362,447,791"
,1022.0,,obelia monostachya (=Sci name),,E,,"$9,035",,"$1,362,456,826"
,1023.0,,etraplasandra flynnii (=Sci name),,E,,"$9,032",,"$1,362,465,858"
,1023.0,,iellia pallida (=Sci name),,E,,"$9,032",,"$1,362,474,890"
,1024.0,,"actus, Siler pincushion (Pediocactus (=Echinocactus,=Utahia)",,T,,"$9,020",,"$1,362,483,910"
,,,ileri),,,,,,
,1025.0,,"oqui, golden (Eleutherodactylus jasperi)",,T,,"$9,000",,"$1,362,492,910"
,1025.0,,"oad, Puerto Rican crested (Peltophryne lemur)",,T,,"$9,000",,"$1,362,501,910"
,1025.0,,"igtoe, dark (Pleurobema furvum)",,E,,"$9,000",,"$1,362,510,910"
,1025.0,,elos del diablo (Aristida portoricensis),,E,,"$9,000",,"$1,362,519,910"
,1025,,alo de ramon (Banara vanderbiltii),,E,,"$9,000",,"$1,362,528,910"
,1025,,hamaecrista glandulosa var. mirabilis (=Sci name),,E,,"$9,000",,"$1,362,537,910"
,1025,,"olly, Cook's (Ilex cookii)",,E,,"$9,000",,"$1,362,546,910"
,1025,,alo de rosa (Ottoschulzia rhodoxylon),,E,,"$9,000",,"$1,362,555,910"
,1025,,rubia (Solanum drymophilum),,E,,"$9,000",,"$1,362,564,910"
,1025,,ernstroemia subsessilis (=Sci name),,E,,"$9,000",,"$1,362,573,910"
,1025,,yrcia paganii (=Sci name),,E,,"$9,000",,"$1,362,582,910"
,1025,,ristida chaseae (=Sci name),,E,,"$9,000",,"$1,362,591,910"
,1025,,ernonia proctorii (=Sci name),,E,,"$9,000",,"$1,362,600,910"
,1025,,ranichis ricartii (=Sci name),,E,,"$9,000",,"$1,362,609,910"
,1025,,"ern, Elfin tree (Cyathea X dryopteroides)",,E,,"$9,000",,"$1,362,618,910"
,1025,,helypteris inabonensis (=Sci name),,E,,"$9,000",,"$1,362,627,910"
,1025,,helypteris verecunda (=Sci name),,E,,"$9,000",,"$1,362,636,910"
,1025,,helypteris yaucoensis (=Sci name),,E,,"$9,000",,"$1,362,645,910"
,1026,,"purge, deltoid (Chamaesyce deltoidea ssp. deltoidea)",,E,,"$8,950",,"$1,362,654,860"
,1027,,"omace fly, [unnamed] (Drosophila heteroneura)",,E,,"$8,923",,"$1,362,663,783"
,1027,,"omace fly, [unnamed] (Drosophila mulli)",,T,,"$8,923",,"$1,362,672,706"
,1027,,"omace fly, [unnamed] (Drosophila neoclavisetae)",,E,,"$8,923",,"$1,362,681,629"
,1027,,"omace fly, [unnamed] (Drosophila tarphytrichia)",,E,,"$8,923",,"$1,362,690,552"
,1027,,"omace fly, [unnamed] (Drosophila hemipeza)",,E,,"$8,923",,"$1,362,699,475"
,1027,,"omace fly, [unnamed] (Drosophila differens)",,E,,"$8,923",,"$1,362,708,398"
,1028,,a`iwale (Cyrtandra polyantha),,E,,"$8,818",,"$1,362,717,216"
,1029,,"edyotis, Na Pali beach (Hedyotis st.-johnii)",,E,,"$8,815",,"$1,362,726,031"
,1030,,opiko (Psychotria grandiflora),,E,,"$8,749",,"$1,362,734,780"
,1030,,lani (Melicope haupuensis),,E,,"$8,749",,"$1,362,743,529"
,1030,,Aiea (Nothocestrum peltatum),,E,,"$8,749",,"$1,362,752,278"
,1030,,olea (Myrsine mezii),,E,,"$8,749",,"$1,362,761,027"
,1030,,o`ulu (Pritchardia viscosa),,E,,"$8,749",,"$1,362,769,776"
,1030,,ysimachia pendens (=Sci name),,E,,"$8,749",,"$1,362,778,525"
,1031,,"oxwood, Vahl's (Buxus vahlii)",,E,,"$8,695",,"$1,362,787,220"
,1032,,ysimachia lydgatei (=Sci name),,E,,"$8,681",,"$1,362,795,901"
,1033,,"hitlow-wort, papery (Paronychia chartacea)",,T,,"$8,650",,"$1,362,804,551"
,1034,,"adtom, chucky (Noturus crypticus)",,E,,"$8,596",,"$1,362,813,147"
,1035,,oki`o (Kokia kauaiensis),,E,,"$8,573",,"$1,362,821,720"
,1036,,ohe malama malama o kanaloa (Kanaloa kahoolawensis),,E,,"$8,532",,"$1,362,830,252"
,1037,,ukupu`u (honeycreeper) (Hemignathus lucidus),,E,,"$8,500",,"$1,362,838,752"
,1037,,"ocketbook, speckled (Lampsilis streckeri)",,E,,"$8,500",,"$1,362,847,252"
,1037,,"rickly-ash, St. Thomas (Zanthoxylum thomasianum)",,E,,"$8,500",,"$1,362,855,752"
,1038,,"nake, Atlantic salt marsh (Nerodia clarkii taeniata)",,T,,"$8,460",,"$1,362,864,212"
,1039,,"omace fly, [unnamed] (Drosophila obatai)",,E,,"$8,423",,"$1,362,872,635"
,1040,,"urtle, ringed map (Graptemys oculifera)",,T,,"$8,382",,"$1,362,881,017"
,1041,,yperus pennatiformis (=Sci name),,E,,"$8,356",,"$1,362,889,373"
,1042,,"ole, Florida salt marsh (Microtus pennsylvanicus dukecampbelli)",,E,,"$8,308",,"$1,362,897,681"
,1043,,"pineflower, Howell's (Chorizanthe howellii)",,E,,"$8,282",,"$1,362,905,963"
,1044,,"irch, Virginia round-leaf (Betula uber)",,T,,"$8,275",,"$1,362,914,238"
,1045,,"ampeloma, slender (Campeloma decampi)",,E,,"$8,200",,"$1,362,922,438"
,1046,,ilene alexandri (=Sci name),,E,,"$8,181",,"$1,362,930,619"
,1047,,Akoko (Euphorbia haeleeleana),,E,,"$8,142",,"$1,362,938,761"
,1047,,aha (Cyanea copelandii ssp. copelandii),,E,,"$8,142",,"$1,362,946,903"
,1048,,"uckwheat, steamboat (Eriogonum ovalifolium var. williamsiae)",,E,,"$8,100",,"$1,362,955,003"
,1049,,aha (Cyanea pinnatifida),,E,,"$8,075",,"$1,362,963,078"
,1050,,"ilkpea, Small's (Galactia smallii)",,E,,"$8,050",,"$1,362,971,128"
,1051,,"alamander, Red Hills (Phaeognathus hubrichti)",,T,,"$8,042",,"$1,362,979,170"
,1052,,aha (Cyanea hamatiflora ssp. hamatiflora),,E,,"$8,039",,"$1,362,987,209"
,1053,,"oa, Mona (Epicrates monensis monensis)",,T,,"$8,000",,"$1,362,995,209"
,1053,,"awpaw, four-petal (Asimina tetramera)",,E,,"$8,000",,"$1,363,003,209"
,1054,,ani wai`ale`ale (Viola kauaiensis var. wahiawaensis),,E,,"$7,964",,"$1,363,011,173"
,1055,,"ly, Hawaiian picture-wing (Drosophila sharpi)",,E,,"$7,923",,"$1,363,019,096"
,1056,,lulu (Brighamia insignis),,E,,"$7,897",,"$1,363,026,993"
,1057,,etraplasandra bisattenuata (=Sci name),,E,,"$7,856",,"$1,363,034,849"
,1057,,oki`o ke`oke`o (Hibiscus arnottianus ssp. immaculatus),,E,,"$7,856",,"$1,363,042,705"
,1058,,"ringe-tree, pygmy (Chionanthus pygmaeus)",,E,,"$7,850",,"$1,363,050,555"
,1059,,"sopod, Socorro (Thermosphaeroma thermophilus)",,E,,"$7,750",,"$1,363,058,305"
,1060,,olea (Myrsine knudsenii),,E,,"$7,749",,"$1,363,066,054"
,1061,,"ogweed, ashy (Thymophylla tephroleuca)",,E,,"$7,700",,"$1,363,073,754"
,1062,,atesbaea melanocarpa (=Sci name),,E,,"$7,695",,"$1,363,081,449"
,1063,,"eelsplitter, Alabama (=inflated) (Potamilus inflatus)",,T,,"$7,540",,"$1,363,088,989"
,1064,,ysimachia iniki (=Sci name),,E,,"$7,532",,"$1,363,096,521"
,1064.0,,hyllostegia renovans (=Sci name),,E,,"$7,532",,"$1,363,104,053"
,1065.0,,"ole, Hualapai Mexican (Microtus mexicanus hualpaiensis)",,E,,"$7,500",,"$1,363,111,553"
,1065.0,,"hrush, large Kauai (=kamao) (Myadestes myadestinus)",,E,,"$7,500",,"$1,363,119,053"
,1065.0,,"ladderpod, Zapata (Lesquerella thamnophila)",,E,,"$7,500",,"$1,363,126,553"
,1065.0,,"hacelia, island (Phacelia insularis ssp. insularis)",,E,,"$7,500",,"$1,363,134,053"
,1065.0,,"ittercress, small-anthered (Cardamine micranthera)",,E,,"$7,500",,"$1,363,141,553"
,1065.0,,smoxylon mariannense (=Sci name),,E,,"$7,500",,"$1,363,149,053"
,1066.0,,"uillwort, mat-forming (Isoetes tegetiformans)",,E,,"$7,477",,"$1,363,156,530"
,1067.0,,aha (Cyanea asarifolia),,E,,"$7,464",,"$1,363,163,994"
,1068.0,,"anicgrass, Carter's (Panicum fauriei var. carteri)",,E,,"$7,456",,"$1,363,171,450"
,1069.0,,"pringsnail, San Bernardino (Pyrgulopsis bernardina)",,T,,"$7,400",,"$1,363,178,850"
,1070.0,,iliwai (Acaena exigua),,E,,"$7,356",,"$1,363,186,206"
,1070.0,,amakani (Tetramolopium capillare),,E,,"$7,356",,"$1,363,193,562"
,1070.0,,ehe (Lipochaeta waimeaensis),,E,,"$7,356",,"$1,363,200,918"
,1070.0,,ariscus fauriei (=Sci name),,E,,"$7,356",,"$1,363,208,274"
,1071.0,,au kuahiwi (Hibiscadelphus giffardianus),,E,,"$7,315",,"$1,363,215,589"
,1072.0,,"row, white-necked (Corvus leucognaphalus)",,E,,"$7,290",,"$1,363,222,879"
,1073.0,,"chiedea, Diamond Head (Schiedea adamantis)",,E,,"$7,249",,"$1,363,230,128"
,1074.0,,"rankenia, Johnston's (Frankenia johnstonii)",,E,,"$7,200",,"$1,363,237,328"
,1074.0,,"lue-star, Kearney's (Amsonia kearneyana)",,E,,"$7,200",,"$1,363,244,528"
,1075.0,,lani (Melicope ovalis),,E,,"$7,156",,"$1,363,251,684"
,1076.0,,ysimachia filifolia (=Sci name),,E,,"$7,142",,"$1,363,258,826"
,1077.0,,"ilk-vetch, Ventura Marsh (Astragalus pycnostachyus var.",,E,,"$7,128",,"$1,363,265,954"
,,,anosissimus),,,,,,
,1078.0,,"igtoe, Georgia (Pleurobema hanleyianum)",,E,,"$7,122",,"$1,363,273,076"
,1079.0,,"eed-mustard, shrubby (Schoenocrambe suffrutescens)",,E,,"$7,100",,"$1,363,280,176"
,1080.0,,ordia bellonis (=Sci name),,E,,"$7,000",,"$1,363,287,176"
,1080.0,,"luet, Roan Mountain (Hedyotis purpurea var. montana)",,E,,"$7,000",,"$1,363,294,176"
,1080.0,,"upine, clover (Lupinus tidestromii)",,E,,"$7,000",,"$1,363,301,176"
,1080.0,,"eed-mustard, Barneby (Schoenocrambe barnebyi)",,E,,"$7,000",,"$1,363,308,176"
,1080.0,,choepfia arenaria (=Sci name),,T,,"$7,000",,"$1,363,315,176"
,1080.0,,esogenes rotensis (=Sci name),,E,,"$7,000",,"$1,363,322,176"
,1081.0,,"hecker-mallow, Kenwood Marsh (Sidalcea oregana ssp. valida)",,E,,"$6,975",,"$1,363,329,151"
,1082.0,,auai hau kuahiwi (Hibiscadelphus distans),,E,,"$6,964",,"$1,363,336,115"
,1082,,ysimachia scopulensis (=Sci name),,E,,"$6,964",,"$1,363,343,079"
,1083,,aha (Cyanea copelandii ssp. haleakalaensis),,E,,"$6,956",,"$1,363,350,035"
,1084,,"ily, Minnesota dwarf trout (Erythronium propullans)",,E,,"$6,945",,"$1,363,356,980"
,1085,,"amselfly, flying earwig Hawaiian (Megalagrion nesiotes)",,E,,"$6,923",,"$1,363,363,903"
,1085,,"amselfly, Pacific Hawaiian (Megalagrion pacificum)",,E,,"$6,923",,"$1,363,370,826"
,1086,,chiedea sarmentosa (=Sci name),,E,,"$6,856",,"$1,363,377,682"
,1086,,ouania hillebrandii (=Sci name),,E,,"$6,856",,"$1,363,384,538"
,1086,,aulu (Pteralyxia kauaiensis),,E,,"$6,856",,"$1,363,391,394"
,1087,,a`oli`oli (Schiedea kealiae),,E,,"$6,810",,"$1,363,398,204"
,1088,,emya kauaiensis (=Sci name),,E,,"$6,788",,"$1,363,404,992"
,1089,,o`ulu (Pritchardia napaliensis),,E,,"$6,721",,"$1,363,411,713"
,1090,,"ustard, Carter's (Warea carteri)",,E,,"$6,700",,"$1,363,418,413"
,1091,,"ater-plantain, Kral's (Sagittaria secundifolia)",,T,,"$6,691",,"$1,363,425,104"
,1092,,"olygala, tiny (Polygala smallii)",,E,,"$6,650",,"$1,363,431,754"
,1093,,olei (Ochrosia kilaueaensis),,E,,"$6,639",,"$1,363,438,393"
,1094,,"ladderpod, Spring Creek (Lesquerella perforata)",,E,,"$6,596",,"$1,363,444,989"
,1095,,lani (Melicope degeneri),,E,,"$6,532",,"$1,363,451,521"
,1095,,lani (Melicope quadrangularis),,E,,"$6,532",,"$1,363,458,053"
,1096,,"uillwort, black spored (Isoetes melanospora)",,E,,"$6,506",,"$1,363,464,559"
,1097,,"kialoa, Kauai (honeycreeper) (Hemignathus procerus)",,E,,"$6,500",,"$1,363,471,059"
,1097,,"O`o, Kauai (honeyeater) (Moho braccatus)",,E,,"$6,500",,"$1,363,477,559"
,1097,,"ecko, Monito (Sphaerodactylus micropithecus)",,E,,"$6,500",,"$1,363,484,059"
,1097,,olystichum calderonense (=Sci name),,E,,"$6,500",,"$1,363,490,559"
,1098,,"enny-cress, Kneeland Prairie (Thlaspi californicum)",,E,,"$6,482",,"$1,363,497,041"
,1099,,"urtle, yellow-blotched map (Graptemys flavimaculata)",,T,,"$6,425",,"$1,363,503,466"
,1100,,"ilk-vetch, Jesup's (Astragalus robbinsii var. jesupi)",,E,,"$6,393",,"$1,363,509,859"
,1101,,lani (Melicope balloui),,E,,"$6,389",,"$1,363,516,248"
,1102,,hyllostegia knudsenii (=Sci name),,E,,"$6,356",,"$1,363,522,604"
,1102,,esperomannia lydgatei (=Sci name),,E,,"$6,356",,"$1,363,528,960"
,1102,,a`ena`e (Dubautia imbricata imbricata),,E,,"$6,356",,"$1,363,535,316"
,1102,,aha (Cyanea dolichopoda),,E,,"$6,356",,"$1,363,541,672"
,1102,,aenae (Dubautia kenwoodii),,E,,"$6,356",,"$1,363,548,028"
,1103,,"xytheca, cushenbury (Oxytheca parishii var. goodmaniana)",,E,,"$6,328",,"$1,363,554,356"
,1104,,opiko (Psychotria hobdyi),,E,,"$6,288",,"$1,363,560,644"
,1105,,"rayfish, Nashville (Orconectes shoupi)",,E,,"$6,217",,"$1,363,566,861"
,1106,,"ilk-vetch, Cushenbury (Astragalus albens)",,E,,"$6,212",,"$1,363,573,073"
,1107,,"ove grass, Fosberg's (Eragrostis fosbergii)",,E,,"$6,210",,"$1,363,579,283"
,1107,,Akoko (Chamaesyce deppeana),,E,,"$6,210",,"$1,363,585,493"
,1108,,"ervain, Red Hills (Verbena californica)",,T,,"$6,172",,"$1,363,591,665"
,1109,,"arbler (=wood), Bachman's (Vermivora bachmanii)",,E,,"$6,150",,"$1,363,597,815"
,1109,,"adtom, yellowfin (Noturus flavipinnis) - Tellico River, TN",,EXPN,,"$6,150",,"$1,363,603,965"
,1109,,"adtom, smoky (Noturus baileyi) - Tellico River, TN",,EXPN,,"$6,150",,"$1,363,610,115"
,1109,,"arter, duskytail (Etheostoma percnurum) - Tellico River, TN",,EXPN,,"$6,150",,"$1,363,616,265"
,1110,,"hiner, beautiful (Cyprinella formosa)",,T,,"$6,130",,"$1,363,622,395"
,1111,,"ombshell, southern (Epioblasma penita)",,E,,"$6,124",,"$1,363,628,519"
,1112,,"idge-cress, Barneby (Lepidium barnebyanum)",,E,,"$6,100",,"$1,363,634,619"
,1113,,tenogyne kealiae (=Sci name),,E,,"$6,073",,"$1,363,640,692"
,1114,,hyllostegia wawrana (=Sci name),,E,,"$6,032",,"$1,363,646,724"
,1114,,chiedea attenuata (=Sci name),,E,,"$6,032",,"$1,363,652,756"
,1115,,"kepa, Maui (honeycreeper) (Loxops coccineus ochraceus)",,E,,"$6,000",,"$1,363,658,756"
,1115,,o`ouli (honeycreeper) (Melamprosops phaeosoma),,E,,"$6,000",,"$1,363,664,756"
,1115,,"pineflower, Sonoma (Chorizanthe valida)",,E,,"$6,000",,"$1,363,670,756"
,1115,,"anaca, palma de (Calyptronoma rivalis)",,T,,"$6,000",,"$1,363,676,756"
,1115,,itracarpus maxwelliae (=Sci name),,E,,"$6,000",,"$1,363,682,756"
,1115,,itracarpus polycladus (=Sci name),,E,,"$6,000",,"$1,363,688,756"
,1115,,uerodendron pauciflorum (=Sci name),,E,,"$6,000",,"$1,363,694,756"
,1115,,diantum vivesii (=Sci name),,E,,"$6,000",,"$1,363,700,756"
,1115,,laphoglossum serpens (=Sci name),,E,,"$6,000",,"$1,363,706,756"
,1115,,ectaria estremerana (=Sci name),,E,,"$6,000",,"$1,363,712,756"
,1116,,o`ulu (Pritchardia munroi),,E,,"$5,964",,"$1,363,718,720"
,1117,,aha (Cyanea glabra),,E,,"$5,956",,"$1,363,724,676"
,1118,,"pineflower, Ben Lomond (Chorizanthe pungens var. hartwegiana)",,E,,"$5,950",,"$1,363,730,626"
,1119,,apala (Charpentiera densiflora),,E,,"$5,856",,"$1,363,736,482"
,1119,,aha (Cyanea mceldowneyi),,E,,"$5,856",,"$1,363,742,338"
,1119,,lani (Melicope paniculata),,E,,"$5,856",,"$1,363,748,194"
,1119,,lani (Melicope reflexa),,E,,"$5,856",,"$1,363,754,050"
,1119,,a`oli`oli (Schiedea apokremnos),,E,,"$5,856",,"$1,363,759,906"
,1119,,chiedea lydgatei (=Sci name),,E,,"$5,856",,"$1,363,765,762"
,1119.0,,aha (Cyanea mannii),,E,,"$5,856",,"$1,363,771,618"
,1119.0,,aha (Cyanea recta),,T,,"$5,856",,"$1,363,777,474"
,1119.0,,ilo kea lau li`i (Platydesma rostrata),,E,,"$5,856",,"$1,363,783,330"
,1119.0,,aha (Cyanea kuhihewa),,E,,"$5,856",,"$1,363,789,186"
,1119.0,,aha (Cyanea eleeleensis),,E,,"$5,856",,"$1,363,795,042"
,1120.0,,"hub, Hutton tui (Gila bicolor ssp.)",,T,,"$5,850",,"$1,363,800,892"
,1121.0,,"ater-willow, Cooley's (Justicia cooleyi)",,E,,"$5,800",,"$1,363,806,692"
,1122.0,,chiedea helleri (=Sci name),,E,,"$5,788",,"$1,363,812,480"
,1122.0,,"o`ulu, (=Na`ena`e) (Pritchardia hardyi)",,E,,"$5,788",,"$1,363,818,268"
,1123.0,,"udleya, Conejo (Dudleya abramsii ssp. parva)",,T,,"$5,771",,"$1,363,824,039"
,1124.0,,ahane (Pritchardia aylmer-robinsonii),,E,,"$5,721",,"$1,363,829,760"
,1125.0,,aha (Cyanea humboldtiana),,E,,"$5,710",,"$1,363,835,470"
,1125.0,,rematolobelia singularis (=Sci name),,E,,"$5,710",,"$1,363,841,180"
,1126.0,,"alamander, Barton Springs (Eurycea sosorum)",,E,,"$5,700",,"$1,363,846,880"
,1126.0,,"nail, armored (Pyrgulopsis (=Marstonia) pachyta)",,E,,"$5,700",,"$1,363,852,580"
,1127.0,,"arter, Maryland (Etheostoma sellare)",,E,,"$5,640",,"$1,363,858,220"
,1128.0,,"mphipod, Hay's Spring (Stygobromus hayi)",,E,,"$5,519",,"$1,363,863,739"
,1129.0,,"arstonia, royal (snail) (Pyrgulopsis ogmorhaphe)",,E,,"$5,500",,"$1,363,869,239"
,1129.0,,"actus, Chisos Mountain hedgehog (Echinocereus chisoensis var.",,T,,"$5,500",,"$1,363,874,739"
,,,hisoensis),,,,,,
,1130.0,,a`iwale (Cyrtandra oenobarba),,E,,"$5,356",,"$1,363,880,095"
,1130.0,,Awikiwiki (Canavalia napaliensis),,E,,"$5,356",,"$1,363,885,451"
,1130.0,,Akoko (Chamaesyce remyi var. kauaiensis),,E,,"$5,356",,"$1,363,890,807"
,1130.0,,oa siphonoglossa (=Sci name),,E,,"$5,356",,"$1,363,896,163"
,1130.0,,lani (Melicope puberula),,E,,"$5,356",,"$1,363,901,519"
,1131.0,,"innow, Devils River (Dionda diaboli)",,T,,"$5,350",,"$1,363,906,869"
,1132.0,,"rayfish, cave (Cambarus aculabrum)",,E,,"$5,300",,"$1,363,912,169"
,1133.0,,"eetle, Comal Springs riffle (Heterelmis comalensis)",,E,,"$5,200",,"$1,363,917,369"
,1133.0,,"eetle, Comal Springs dryopid (Stygoparnus comalensis)",,E,,"$5,200",,"$1,363,922,569"
,1134.0,,"alamander, Texas blind (Typhlomolge rathbuni)",,E,,"$5,000",,"$1,363,927,569"
,1134.0,,"alamander, San Marcos (Eurycea nana)",,T,,"$5,000",,"$1,363,932,569"
,1134.0,,"mphipod, Peck's cave (Stygobromus (=Stygonectes) pecki)",,E,,"$5,000",,"$1,363,937,569"
,1134.0,,"edstraw, island (Galium buxifolium)",,E,,"$5,000",,"$1,363,942,569"
,1134.0,,"ilia, Hoffmann's slender-flowered (Gilia tenuiflora ssp. hoffmannii)",,E,,"$5,000",,"$1,363,947,569"
,1134,,"oldenrod, Blue Ridge (Solidago spithamaea)",,T,,"$5,000",,"$1,363,952,569"
,1135,,"pinymussel, Altamaha (Elliptio spinosa)",,E,,"$4,900",,"$1,363,957,469"
,1136,,o`oko`olau (Bidens wiebkei),,E,,"$4,856",,"$1,363,962,325"
,1136,,hamaesyce halemanui (=Sci name),,E,,"$4,856",,"$1,363,967,181"
,1136,,Akoko (Chamaesyce remyi var. remyi),,E,,"$4,856",,"$1,363,972,037"
,1136,,a`ena`e (Dubautia latifolia),,E,,"$4,856",,"$1,363,976,893"
,1136,,"luegrass, Hawaiian (Poa sandvicensis)",,E,,"$4,856",,"$1,363,981,749"
,1136,,"luegrass, Mann's (Poa mannii)",,E,,"$4,856",,"$1,363,986,605"
,1136,,chiedea spergulina var. leiopoda (=Sci name),,E,,"$4,856",,"$1,363,991,461"
,1136,,chiedea spergulina var. spergulina (=Sci name),,T,,"$4,856",,"$1,363,996,317"
,1136,,lsinidendron viscosum (=Sci name),,E,,"$4,856",,"$1,364,001,173"
,1136,,uawawaenohu (Alsinidendron lychnoides),,E,,"$4,856",,"$1,364,006,029"
,1136,,amakahala (Labordia helleri),,E,,"$4,856",,"$1,364,010,885"
,1136,,o`awa (Pittosporum napaliense),,E,,"$4,856",,"$1,364,015,741"
,1136,,aha (Cyanea remyi),,E,,"$4,856",,"$1,364,020,597"
,1136,,a`ena`e (Dubautia plantaginea magnifolia),,E,,"$4,856",,"$1,364,025,453"
,1136,,ysimachia venosa (=Sci name),,E,,"$4,856",,"$1,364,030,309"
,1136,,Akoko (Chamaesyce eleanoriae),,E,,"$4,856",,"$1,364,035,165"
,1136,,aha (Cyanea kolekoleensis),,E,,"$4,856",,"$1,364,040,021"
