Rank,Species (50 CFR Part 17),Status,Species Total,Cumulative Total
590,"Ambrosia, south Texas (Ambrosia cheiranthifolia)",E,"$40,531","$876,730,585"
591,"Dwarf-flax, Marin (Hesperolinon congestum)",T,"$40,191","$876,770,776"
592,"Butterfly, Behren's silverspot (Speyeria zerene behrensii)",E,"$39,661","$876,810,437"
592,"Checker-mallow, Keck's (Sidalcea keckii)",E,"$39,661","$876,850,098"
593,"Spider, Kauai cave wolf or pe'e pe'e maka 'ole (Adelocosa anops)",E,"$39,475","$876,889,573"
594,"Milkweed, Mead's (Asclepias meadii)",T,"$38,845","$876,928,418"
595,"Owl's-clover, fleshy (Castilleja campestris ssp. succulenta)",T,"$38,525","$876,966,943"
596,"Wire-lettuce, Malheur (Stephanomeria malheurensis)",E,"$38,500","$877,005,443"
597,"Dace, Foskett speckled (Rhinichthys osculus ssp.)Foskett",T,"$38,379","$877,043,822"
598,"Moorhen, Mariana common (Gallinula chloropus guami)",E,"$38,200","$877,082,022"
599,"Sunray, Ash Meadows (Enceliopsis nudicaulis var. corrugata)",T,"$38,000","$877,120,022"
600,"Boa, Virgin Islands tree (Epicrates monensis granti)",E,"$37,644","$877,157,666"
601,"Chub, Gila (Gila intermedia)",E,"$37,600","$877,195,266"
602,"Flannelbush, Pine Hill (Fremontodendron californicum ssp. decumbens)",E,"$37,474","$877,232,740"
603,"Blazingstar, Ash Meadows (Mentzelia leucophylla)",T,"$36,654","$877,269,394"
604,"Pomace fly, [unnamed] (Drosophila aglaia)",E,"$36,365","$877,305,759"
604,"Pomace fly, [unnamed] (Drosophila heteroneura)",E,"$36,365","$877,342,124"
604,"Pomace fly, [unnamed] (Drosophila montgomeryi)",E,"$36,365","$877,378,489"
604,"Pomace fly, [unnamed] (Drosophila mulli)",T,"$36,365","$877,414,854"
604,"Pomace fly, [unnamed] (Drosophila musaphila)",E,"$36,365","$877,451,219"
604,"Pomace fly, [unnamed] (Drosophila neoclavisetae)",E,"$36,365","$877,487,584"
604,"Pomace fly, [unnamed] (Drosophila obatai)",E,"$36,365","$877,523,949"
604,"Pomace fly, [unnamed] (Drosophila substenoptera)",E,"$36,365","$877,560,314"
604,"Pomace fly, [unnamed] (Drosophila tarphytrichia)",E,"$36,365","$877,596,679"
604,"Pomace fly, [unnamed] (Drosophila hemipeza)",E,"$36,365","$877,633,044"
604,"Pomace fly, [unnamed] (Drosophila ochrobasis)",E,"$36,365","$877,669,409"
604,"Pomace fly, [unnamed] (Drosophila differens)",E,"$36,365","$877,705,774"
605,"Beetle, Tooth Cave ground (Rhadine persephone)",E,"$36,342","$877,742,116"
606,"Cactus, Cochise pincushion (Coryphantha robbinsorum)",T,"$36,180","$877,778,296"
607,"Catspaw (=purple cat's paw pearlymussel) (Epioblasma obliquataobliquata)Entire Range; Except where listed as Experimental Populations",E,"$35,600","$877,813,896"
608,"Moth, Kern primrose sphinx (Euproserpinus euterpe)",T,"$35,571","$877,849,467"
609,"Pennyroyal, Todsen's (Hedeoma todsenii)",E,"$35,250","$877,884,717"
610,"Snake, Concho water (Nerodia paucimaculata)",T,"$35,012","$877,919,729"
611,"Amphipod, Kauai cave (Spelaeorchestia koloana)",E,"$34,975","$877,954,704"
612,"Beetle, Comal Springs dryopid (Stygoparnus comalensis)",E,"$34,974","$877,989,678"
613,"Milk-vetch, Fish Slough (Astragalus lentiginosus var. piscinensis)",T,"$34,869","$878,024,547"
614,"Mallow, Kern (Eremalche kernensis)",E,"$34,765","$878,059,312"
615,"Sunburst, San Joaquin adobe (Pseudobahia peirsonii)",T,"$34,629","$878,093,941"
616,"Snail, Newcomb's (Erinna newcombi)",T,"$34,600","$878,128,541"
617,"Amphipod, Peck's cave (Stygobromus (=Stygonectes) pecki)",E,"$34,560","$878,163,101"
618,"Daisy, Parish's (Erigeron parishii)",T,"$34,336","$878,197,437"
619,"Butterfly, Lange's metalmark (Apodemia mormo langei)",E,"$34,206","$878,231,643"
620,Kula wahine noho (Isodendrion pyrifolium),E,"$33,939","$878,265,582"
621,"Rosemary, Cumberland (Conradina verticillata)",T,"$33,933","$878,299,515"
622,"Cycladenia, Jones (Cycladenia jonesii (=humilis))",T,"$33,886","$878,333,401"
623,"Seablite, California (Suaeda californica)",E,"$33,843","$878,367,244"
624,"Spurge, Garber's (Chamaesyce garberi)",T,"$33,800","$878,401,044"
625,"Darter, snail (Percina tanasi)",T,"$33,277","$878,434,321"
626,"Goldenrod, white-haired (Solidago albopilosa)",T,"$33,200","$878,467,521"
627,Kiponapona (Phyllostegia racemosa),E,"$32,981","$878,500,502"
628,"Sunshine, Sonoma (Blennosperma bakeri)",E,"$32,830","$878,533,332"
629,"Beetle, Hungerford's crawling water (Brychius hungerfordi)",E,"$32,600","$878,565,932"
630,"Polygala, tiny (Polygala smallii)",E,"$32,350","$878,598,282"
631,"Meadowfoam, Sebastopol (Limnanthes vinculans)",E,"$32,330","$878,630,612"
632,"Crayfish, Shasta (Pacifastacus fortis)",E,"$32,204","$878,662,816"
633,"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)southern",SAT,"$32,150","$878,694,966"
634,`Oha wai (Clermontia pyrularia),E,"$32,013","$878,726,979"
635,"Frankenia, Johnston's (Frankenia johnstonii)",E,"$31,957","$878,758,936"
636,"Cactus, Siler pincushion (Pediocactus (=Echinocactus,=Utahia) sileri)",T,"$31,856","$878,790,792"
637,"Prickly-apple, fragrant (Cereus eriophorus var. fragrans)",E,"$31,750","$878,822,542"
638,Haha (Cyanea grimesiana ssp. grimesiana),E,"$31,568","$878,854,110"
639,"Logperch, Conasauga (Percina jenkinsi)",E,"$31,451","$878,885,561"
640,"Butterfly, Uncompahgre fritillary (Boloria acrocnema)",E,"$31,362","$878,916,923"
641,Haha (Cyanea shipmannii),E,"$31,088","$878,948,011"
642,"Cactus, Peebles Navajo (Pediocactus peeblesianus peeblesianus)",E,"$30,850","$878,978,861"
643,"Ground-plum, Guthrie's (=Pyne's) (Astragalus bibullatus)",E,"$30,778","$879,009,639"
644,"Bulrush, Northeastern (Scirpus ancistrochaetus)",E,"$30,664","$879,040,303"
645,"Darter, relict (Etheostoma chienense)",E,"$30,577","$879,070,880"
646,Harperella (Ptilimnium nodosum),E,"$30,568","$879,101,448"
647,"Prairie-clover, leafy (Dalea foliosa)",E,"$30,494","$879,131,942"
648,"Darter, boulder (Etheostoma wapiti)",E,"$30,343","$879,162,285"
649,`Oha wai (Clermontia peleana),E,"$30,304","$879,192,589"
650,"Spineflower, Robust (incl. Scotts Valley) (Chorizanthe robusta (incl.vars. robusta and hartwegii))",E,"$30,085","$879,222,674"
651,"Mouse, Anastasia Island beach (Peromyscus polionotus phasma)",E,"$29,730","$879,252,404"
652,"Clarkia, Pismo (Clarkia speciosa ssp. immaculata)",E,"$29,590","$879,281,994"
653,"Akepa, Maui (honeycreeper) (Loxops coccineus ochraceus)",E,"$29,352","$879,311,346"
654,"Buckwheat, steamboat (Eriogonum ovalifolium var. williamsiae)",E,"$29,199","$879,340,545"
655,`Oha wai (Clermontia lindseyana),E,"$29,104","$879,369,649"
656,"Snail, Iowa Pleistocene (Discus macclintocki)",E,"$29,025","$879,398,674"
657,"Skink, bluetail mole (Eumeces egregius lividus)",T,"$28,791","$879,427,465"
658,"Madtom, Neosho (Noturus placidus)",T,"$28,653","$879,456,118"
659,"Darter, watercress (Etheostoma nuchale)",E,"$28,477","$879,484,595"
660,"Crayfish, cave (Cambarus aculabrum)",E,"$28,414","$879,513,009"
661,"Wolf, gray (Canis lupus)Western Great Lakes DPS",PE,"$28,251","$879,541,260"
662,"Mouse, Pacific pocket (Perognathus longimembris pacificus)",E,"$28,095","$879,569,355"
663,"Manzanita, Santa Rosa Island (Arctostaphylos confertiflora)",E,"$28,009","$879,597,364"
664,Sandlace (Polygonella myriophylla),E,"$28,000","$879,625,364"
665,"Paintbrush, soft-leaved (Castilleja mollis)",E,"$27,774","$879,653,138"
666,"Toad, Puerto Rican crested (Peltophryne lemur)",T,"$27,500","$879,680,638"
667,"Lilliput, pale (pearlymussel) (Toxolasma cylindrellus)",E,"$27,232","$879,707,870"
668,"Springfish, Hiko White River (Crenichthys baileyi grandis)",E,"$27,143","$879,735,013"
669,"Goldfields, Burke's (Lasthenia burkei)",E,"$26,730","$879,761,743"
670,"Woodrat, riparian (=San Joaquin Valley) (Neotoma fuscipes riparia)",E,"$26,500","$879,788,243"
671,"Squirrel, Carolina northern flying (Glaucomys sabrinus coloratus)",E,"$26,450","$879,814,693"
672,"Fern, Aleutian shield (Polystichum aleuticum)",E,"$26,300","$879,840,993"
673,Pauoa (Ctenitis squamigera),E,"$26,185","$879,867,178"
674,"Sturgeon, Alabama (Scaphirhynchus suttkusi)",E,"$26,154","$879,893,332"
675,"Dace, Kendall Warm Springs (Rhinichthys osculus thermalis)",E,"$25,975","$879,919,307"
676,"Madtom, yellowfin (Noturus flavipinnis)except where EXPN",T,"$25,821","$879,945,128"
677,"Catfish, Yaqui (Ictalurus pricei)",T,"$25,600","$879,970,728"
678,"Harvestman, Bone Cave (Texella reyesi)",E,"$25,491","$879,996,219"
679,"Pigtoe, heavy (Pleurobema taitianum)",E,"$25,382","$880,021,601"
680,"Milk-vetch, Osterhout (Astragalus osterhoutii)",E,"$25,188","$880,046,789"
681,"Heelsplitter, Alabama (=inflated) (Potamilus inflatus)",T,"$25,107","$880,071,896"
682,"Milk-vetch, Ventura Marsh (Astragalus pycnostachyus var.lanosissimus)",E,"$25,056","$880,096,952"
683,"Tarplant, Santa Cruz (Holocarpha macradenia)",T,"$24,957","$880,121,909"
684,Haha (Cyanea lobata),E,"$24,731","$880,146,640"
685,"Cactus, Mesa Verde (Sclerocactus mesae-verdae)",T,"$24,569","$880,171,209"
686,"Bear, American black (Ursus americanus)County range of LA b.bear",SAT,"$24,534","$880,195,743"
687,"Woolly-star, Santa Ana River (Eriastrum densifolium ssp. sanctorum)",E,"$24,475","$880,220,218"
688,"Checkermallow, Wenatchee Mountains (Sidalcea oregana var. calva)",E,"$24,466","$880,244,684"
689,"Rock-cress, Braun's (Arabis perstellata)",E,"$24,450","$880,269,134"
690,"Grass, Colusa (Neostapfia colusana)",T,"$24,399","$880,293,533"
691,"Iris, dwarf lake (Iris lacustris)",T,"$23,900","$880,317,433"
692,"Madtom, smoky (Noturus baileyi)Entire",E,"$23,851","$880,341,284"
693,"Townsendia, Last Chance (Townsendia aprica)",T,"$23,836","$880,365,120"
694,"Centaury, spring-loving (Centaurium namophilum)",T,"$22,924","$880,388,044"
695,Kopa (Hedyotis schlechtendahliana var. remyi),E,"$22,731","$880,410,775"
696,"Spider, spruce-fir moss (Microhexura montivaga)",E,"$22,516","$880,433,291"
697,"Fiddleneck, large-flowered (Amsinckia grandiflora)",E,"$22,276","$880,455,567"
698,"Pawpaw, beautiful (Deeringothamnus pulchellus)",E,"$22,200","$880,477,767"
699,"Brodiaea, Chinese Camp (Brodiaea pallida)",T,"$22,138","$880,499,905"
700,"Chub, Yaqui (Gila purpurea)",E,"$22,100","$880,522,005"
701,"Cactus, Arizona hedgehog (Echinocereus triglochidiatus var.arizonicus)",E,"$21,670","$880,543,675"
702,"Liveforever, Santa Barbara Island (Dudleya traskiae)",E,"$21,607","$880,565,282"
703,"Lizard, Island night (Xantusia riversiana)",T,"$21,304","$880,586,586"
704,"Shiner, beautiful (Cyprinella formosa)",T,"$21,300","$880,607,886"
704,"Tiger beetle, Salt Creek (Cicindela nevadica lincolniana)",E,"$21,300","$880,629,186"
705,Haha (Cyanea truncata),E,"$21,218","$880,650,404"
706,"Coneflower, Tennessee purple (Echinacea tennesseensis)",E,"$20,928","$880,671,332"
707,`Oha wai (Clermontia oblongifolia ssp. mauiensis),E,"$20,854","$880,692,186"
708,"Milk-vetch, Sentry (Astragalus cremnophylax var. cremnophylax)",E,"$20,850","$880,713,036"
709,"Rice rat (Oryzomys palustris natator)lower FL Keys",E,"$20,777","$880,733,813"
710,Haha (Cyanea glabra),E,"$20,729","$880,754,542"
711,"Spineflower, Howell's (Chorizanthe howellii)",E,"$20,400","$880,774,942"
712,"Diellia, asplenium-leaved (Diellia erecta)",E,"$20,360","$880,795,302"
713,"Beetle, delta green ground (Elaphrus viridis)",T,"$20,353","$880,815,655"
714,"Cactus, Knowlton (Pediocactus knowltonii)",E,"$20,344","$880,835,999"
715,Phyllostegia parviflora (=Sci name),E,"$20,261","$880,856,260"
716,`Ahinahina (Argyroxiphium sandwicense ssp. sandwicense),E,"$20,188","$880,876,448"
717,"Vetch, Hawaiian (Vicia menziesii)",E,"$20,142","$880,896,590"
718,"Avens, spreading (Geum radiatum)",E,"$20,076","$880,916,666"
719,"Skipper, Pawnee montane (Hesperia leonardus montana)",T,"$20,029","$880,936,695"
720,"Buckwheat, cushenbury (Eriogonum ovalifolium var. vineum)",E,"$19,929","$880,956,624"
720,"Bladderpod, San Bernardino Mountains (Lesquerella kingii ssp.bernardina)",E,"$19,929","$880,976,553"
720,"Milk-vetch, Cushenbury (Astragalus albens)",E,"$19,929","$880,996,482"
720,"Oxytheca, cushenbury (Oxytheca parishii var. goodmaniana)",E,"$19,929","$881,016,411"
721,"Catspaw, white (pearlymussel) (Epioblasma obliquata perobliqua)",E,"$19,777","$881,036,188"
722,"Wild-buckwheat, clay-loving (Eriogonum pelinophilum)",E,"$19,750","$881,055,938"
723,Haha (Cyanea macrostegia ssp. gibsonii),E,"$19,731","$881,075,669"
724,"Lupine, clover (Lupinus tidestromii)",E,"$19,588","$881,095,257"
725,"Evening-primrose, Eureka Valley (Oenothera avita ssp. eurekensis)",E,"$19,469","$881,114,726"
726,"Bladderpod, Dudley Bluffs (Lesquerella congesta)",T,"$19,151","$881,133,877"
727,"Naupaka, dwarf (Scaevola coriacea)",E,"$19,118","$881,152,995"
728,Haha (Cyanea hamatiflora ssp. carlsonii),E,"$18,999","$881,171,994"
729,"Cypress, Gowen (Cupressus goveniana ssp. goveniana)",T,"$18,970","$881,190,964"
730,"Puma (=cougar), eastern (Puma (=Felis) concolor couguar)",E,"$18,969","$881,209,933"
731,"Twinpod, Dudley Bluffs (Physaria obcordata)",T,"$18,928","$881,228,861"
732,"Larkspur, Baker's (Delphinium bakeri)",E,"$18,882","$881,247,743"
733,"Moccasinshell, Alabama (Medionidus acutissimus)",T,"$18,877","$881,266,620"
734,"Chaff-flower, round-leaved (Achyranthes splendens var. rotundata)",E,"$18,815","$881,285,435"
735,Viola lanaiensis (=Sci name),E,"$18,731","$881,304,166"
736,"Isopod, Lee County cave (Lirceus usdagalun)",E,"$18,604","$881,322,770"
737,"Spurge, deltoid (Chamaesyce deltoidea ssp. deltoidea)",E,"$18,600","$881,341,370"
738,Pu`uka`a (Cyperus trachysanthos),E,"$18,343","$881,359,713"
739,"Lizard, Coachella Valley fringe-toed (Uma inornata)",T,"$18,007","$881,377,720"
740,"Pseudoscorpion, Tooth Cave (Tartarocreagris texana)",E,"$17,948","$881,395,668"
741,"Lousewort, Furbish (Pedicularis furbishiae)",E,"$17,944","$881,413,612"
742,"Shrimp, Kentucky cave (Palaemonias ganteri)",E,"$17,942","$881,431,554"
743,A`e (Zanthoxylum dipetalum var. tomentosum),E,"$17,618","$881,449,172"
744,"Milkpea, Small's (Galactia smallii)",E,"$17,600","$881,466,772"
745,Stirrupshell (Quadrula stapes),E,"$17,577","$881,484,349"
746,"Plum, scrub (Prunus geniculata)",E,"$17,500","$881,501,849"
746,"Lessingia, San Francisco (Lessingia germanorum (=L.g. var.germanorum))",E,"$17,500","$881,519,349"
747,"Grass, Eureka Dune (Swallenia alexandrae)",E,"$17,378","$881,536,727"
748,Ihi`ihi (Marsilea villosa),E,"$17,354","$881,554,081"
749,"Dogweed, ashy (Thymophylla tephroleuca)",E,"$17,347","$881,571,428"
750,"Beetle, Kretschmarr Cave mold (Texamaurops reddelli)",E,"$17,342","$881,588,770"
751,"Fern, pendant kihi (Adenophorus periens)",E,"$17,298","$881,606,068"
752,"Mint, Lakela's (Dicerandra immaculata)",E,"$17,000","$881,623,068"
753,Gouania vitifolia (=Sci name),E,"$16,927","$881,639,995"
754,Ha`iwale (Cyrtandra giffardii),E,"$16,859","$881,656,854"
755,"Rush-pea, slender (Hoffmannseggia tenella)",E,"$16,766","$881,673,620"
756,Awiwi (Centaurium sebaeoides),E,"$16,718","$881,690,338"
757,"Shrew, Buena Vista Lake ornate (Sorex ornatus relictus)",E,"$16,636","$881,706,974"
758,"Clarkia, Springville (Clarkia springvillensis)",T,"$16,503","$881,723,477"
759,"Snail, tulotoma (Tulotoma magnifica)",E,"$16,452","$881,739,929"
760,"Fairy shrimp, Riverside (Streptocephalus woottoni)",E,"$16,404","$881,756,333"
761,"Ipomopsis, Holy Ghost (Ipomopsis sancti-spiritus)",E,"$16,400","$881,772,733"
762,"Broom, San Clemente Island (Lotus dendroideus ssp. traskiae)",E,"$16,335","$881,789,068"
763,"Turtle, ringed map (Graptemys oculifera)",T,"$16,260","$881,805,328"
764,"Gumplant, Ash Meadows (Grindelia fraxino-pratensis)",T,"$16,236","$881,821,564"
765,"Moth, Blackburn's sphinx (Manduca blackburni)",E,"$16,100","$881,837,664"
766,"Wallflower, Contra Costa (Erysimum capitatum var. angustatum)",E,"$16,070","$881,853,734"
766,"Evening-primrose, Antioch Dunes (Oenothera deltoides ssp. howellii)",E,"$16,070","$881,869,804"
767,Ha`iwale (Cyrtandra tintinnabula),E,"$15,966","$881,885,770"
768,"Grass, Solano (Tuctoria mucronata)",E,"$15,925","$881,901,695"
769,"Grass, Tennessee yellow-eyed (Xyris tennesseensis)",E,"$15,886","$881,917,581"
770,"Rockcress, Santa Cruz Island (Sibara filifolia)",E,"$15,834","$881,933,415"
771,Neraudia sericea (=Sci name),E,"$15,831","$881,949,246"
772,Gahnia lanaiensis (=Sci name),E,"$15,731","$881,964,977"
772,Alani (Melicope munroi),E,"$15,731","$881,980,708"
772,Kamakahala (Labordia tinifolia var. lanaiensis),E,"$15,731","$881,996,439"
773,"Isopod, Madison Cave (Antrolana lira)",T,"$15,723","$882,012,162"
774,"Gardenia (=Na`u), Hawaiian (Gardenia brighamii)",E,"$15,715","$882,027,877"
775,Ha`iwale (Cyrtandra munroi),E,"$15,641","$882,043,518"
776,Haha (Cyanea hamatiflora ssp. hamatiflora),E,"$15,622","$882,059,140"
777,Calyptranthes thomasiana (=Sci name),E,"$15,615","$882,074,755"
778,"Millerbird, Nihoa (old world warbler) (Acrocephalus familiaris kingi)",E,"$15,606","$882,090,361"
779,Hau kuahiwi (Hibiscadelphus hualalaiensis),E,"$15,518","$882,105,879"
780,"Bluet, Roan Mountain (Hedyotis purpurea var. montana)",E,"$15,500","$882,121,379"
781,"Darter, boulder (Etheostoma wapiti)Shoal Creek",EXPN,"$15,490","$882,136,869"
782,Hau kuahiwi (Hibiscadelphus giffardianus),E,"$15,353","$882,152,222"
782,Alani (Melicope zahlbruckneri),E,"$15,353","$882,167,575"
783,`Ahinahina (Argyroxiphium sandwicense ssp. macrocephalum),T,"$15,182","$882,182,757"
784,"Bedstraw, El Dorado (Galium californicum ssp. sierrae)",E,"$15,165","$882,197,922"
785,"Bear, grizzly (Ursus arctos horribilis)experimental, non-essential, portions of ID and MT",EXPN,"$15,100","$882,213,022"
786,Nohoanu (Geranium multiflorum),E,"$15,082","$882,228,104"
787,Kohe malama malama o kanaloa (Kanaloa kahoolawensis),E,"$15,079","$882,243,183"
788,"Ambrosia, San Diego (Ambrosia pumila)",E,"$15,056","$882,258,239"
789,"Chub, Owens tui (Gila bicolor snyderi)",E,"$15,016","$882,273,255"
790,"Crownbeard, big-leaved (Verbesina dissita)",T,"$15,000","$882,288,255"
790,Adiantum vivesii (=Sci name),E,"$15,000","$882,303,255"
791,"Lead-plant, Crenulate (Amorpha crenulata)",E,"$14,931","$882,318,186"
792,"Bush-mallow, Santa Cruz Island (Malacothamnus fasciculatus var.nesioticus)",E,"$14,907","$882,333,093"
793,"Condor, California (Gymnogyps californianus)U.S.A. (specific portions of Arizona, Nevada, and Utah)",EXPN,"$14,830","$882,347,923"
794,"Aster, Ruth's golden (Pityopsis ruthii)",E,"$14,816","$882,362,739"
795,"`Aiakeakua, popolo (Solanum sandwicense)",E,"$14,811","$882,377,550"
796,"Goldenrod, Blue Ridge (Solidago spithamaea)",T,"$14,600","$882,392,150"
797,Wawae`iole (Huperzia mannii),E,"$14,403","$882,406,553"
798,`Akoko (Euphorbia haeleeleana),E,"$14,394","$882,420,947"
799,"Campion, fringed (Silene polypetala)",E,"$14,391","$882,435,338"
800,"Cactus, black lace (Echinocereus reichenbachii var. albertii)",E,"$14,345","$882,449,683"
801,"Milk-vetch, Jesup's (Astragalus robbinsii var. jesupi)",E,"$14,333","$882,464,016"
802,"Cactus, Key tree (Pilosocereus robinii)",E,"$14,100","$882,478,116"
803,Snakeroot (Eryngium cuneifolium),E,"$14,077","$882,492,193"
804,"Pigeon, Puerto Rican plain (Columba inornata wetmorei)",E,"$14,000","$882,506,193"
805,"Joint-vetch, sensitive (Aeschynomene virginica)",T,"$13,828","$882,520,021"
806,"Clover, showy Indian (Trifolium amoenum)",E,"$13,742","$882,533,763"
807,"Manzanita, pallid (Arctostaphylos pallida)",T,"$13,711","$882,547,474"
808,"Snail, Pecos assiminea (Assiminea pecos)",E,"$13,650","$882,561,124"
809,Haha (Cyanea copelandii ssp. haleakalaensis),E,"$13,606","$882,574,730"
810,"Irisette, white (Sisyrinchium dichotomum)",E,"$13,516","$882,588,246"
811,"Harebells, Avon Park (Crotalaria avonensis)",E,"$13,500","$882,601,746"
812,"Gooseberry, Miccosukee (Ribes echinellum)",T,"$13,416","$882,615,162"
813,"Whale, finback (Balaenoptera physalus)",E,"$13,229","$882,628,391"
814,"Ceanothus, coyote (Ceanothus ferrisae)",E,"$13,188","$882,641,579"
815,"Pinkroot, gentian (Spigelia gentianoides)",E,"$13,075","$882,654,654"
816,"Snail, Chittenango ovate amber (Succinea chittenangoensis)",T,"$13,000","$882,667,654"
817,"Milk-vetch, Applegate's (Astragalus applegatei)",E,"$12,900","$882,680,554"
818,"Whitlow-wort, papery (Paronychia chartacea)",T,"$12,591","$882,693,145"
819,"Chub, spotfin (Erimonax monachus)Tellico River, TN",EXPN,"$12,500","$882,705,645"
820,"Silverside, Waccamaw (Menidia extensa)",T,"$12,497","$882,718,142"
821,"Sedge, white (Carex albida)",E,"$12,482","$882,730,624"
822,"Blazingstar, scrub (Liatris ohlingerae)",E,"$12,416","$882,743,040"
823,Diplazium molokaiense (=Sci name),E,"$12,376","$882,755,416"
824,"Larkspur, San Clemente Island (Delphinium variegatum ssp. kinkiense)",E,"$12,235","$882,767,651"
825,"Lichen, rock gnome (Gymnoderma lineare)",E,"$12,116","$882,779,767"
826,"Cactus, San Rafael (Pediocactus despainii)",E,"$12,006","$882,791,773"
827,"Hypericum, highlands scrub (Hypericum cumulicola)",E,"$12,000","$882,803,773"
828,"Potentilla, Hickman's (Potentilla hickmanii)",E,"$11,970","$882,815,743"
829,"Spider, Tooth Cave (Leptoneta myopica)",E,"$11,948","$882,827,691"
830,"Poppy-mallow, Texas (Callirhoe scabriuscula)",E,"$11,877","$882,839,568"
831,"Bean, Cumberland (pearlymussel) (Villosa trabalis)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL",EXPN,"$11,670","$882,851,238"
832,Phyllostegia mannii (=Sci name),E,"$11,472","$882,862,710"
833,"Woodland-star, San Clemente Island (Lithophragma maximum)",E,"$11,354","$882,874,064"
834,Haha (Cyanea dunbarii),E,"$11,246","$882,885,310"
835,Palo de rosa (Ottoschulzia rhodoxylon),E,"$11,200","$882,896,510"
836,"Finch, Nihoa (honeycreeper) (Telespyza ultima)",E,"$11,106","$882,907,616"
837,"Beaked-rush, Knieskern's (Rhynchospora knieskernii)",T,"$11,105","$882,918,721"
838,"Wartyback, white (pearlymussel) (Plethobasus cicatricosus)",E,"$11,082","$882,929,803"
839,"Fairy shrimp, San Diego (Branchinecta sandiegonensis)",E,"$11,009","$882,940,812"
840,"Fatmucket, Arkansas (Lampsilis powelli)",T,"$10,977","$882,951,789"
841,"Grasshopper, Zayante band-winged (Trimerotropis infantilis)",E,"$10,965","$882,962,754"
842,Aupaka (Isodendrion laurifolium),E,"$10,925","$882,973,679"
843,"Rock-cress, McDonald's (Arabis mcdonaldiana)",E,"$10,900","$882,984,579"
844,"Indian paintbrush, San Clemente Island (Castilleja grisea)",E,"$10,780","$882,995,359"
845,"Spurge, telephus (Euphorbia telephioides)",T,"$10,700","$883,006,059"
846,"Blossom, tubercled (pearlymussel) (Epioblasma torulosa torulosa)Entire Range; Except where listed as Experimental Populations",E,"$10,682","$883,016,741"
847,"Gourd, Okeechobee (Cucurbita okeechobeensis ssp. okeechobeensis)",E,"$10,616","$883,027,357"
848,"Finch, Laysan (honeycreeper) (Telespyza cantans)",E,"$10,606","$883,037,963"
849,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum)",E,"$10,595","$883,048,558"
850,Nehe (Lipochaeta lobata var. leptophylla),E,"$10,579","$883,059,137"
851,`Oha wai (Clermontia samuelii),E,"$10,531","$883,069,668"
852,"Whale, Sei (Balaenoptera borealis)",E,"$10,518","$883,080,186"
853,"`Akoko, Ewa Plains (Chamaesyce skottsbergii var. kalaeloana)",E,"$10,479","$883,090,665"
854,"Tiger beetle, Ohlone (Cicindela ohlone)",E,"$10,420","$883,101,085"
855,"Snail, Stock Island tree (Orthalicus reses (not incl. nesodryas))",T,"$10,416","$883,111,501"
856,Nesogenes rotensis (=Sci name),E,"$10,325","$883,121,826"
856,Osmoxylon mariannense (=Sci name),E,"$10,325","$883,132,151"
857,"Snail, painted snake coiled forest (Anguispira picta)",T,"$10,316","$883,142,467"
858,"Spider, Government Canyon Bat Cave (Neoleptoneta microps)",E,"$10,085","$883,152,552"
858,"Meshweaver, Government Canyon Bat Cave (Cicurina vespera)",E,"$10,085","$883,162,637"
859,Tetramolopium remyi (=Sci name),E,"$10,079","$883,172,716"
860,"Pawpaw, four-petal (Asimina tetramera)",E,"$10,077","$883,182,793"
861,"Chub, spotfin (Erimonax monachus)Shoal Creek",EXPN,"$10,000","$883,192,793"
861,"Phacelia, clay (Phacelia argillacea)",E,"$10,000","$883,202,793"
862,"Kidneyshell, triangular (Ptychobranchus greenii)",E,"$9,877","$883,212,670"
863,"Milkweed, Welsh's (Asclepias welshii)",T,"$9,850","$883,222,520"
864,`Anaunau (Lepidium arbuscula),E,"$9,673","$883,232,193"
865,"Bush-mallow, San Clemente Island (Malacothamnus clementinus)",E,"$9,655","$883,241,848"
866,"Milk-vetch, Mancos (Astragalus humillimus)",E,"$9,619","$883,251,467"
867,Lobelia niihauensis (=Sci name),E,"$9,573","$883,261,040"
868,Lo`ulu (Pritchardia affinis),E,"$9,543","$883,270,583"
869,"Darter, Maryland (Etheostoma sellare)",E,"$9,408","$883,279,991"
869,"Amphipod, Hay's Spring (Stygobromus hayi)",E,"$9,408","$883,289,399"
870,"Birch, Virginia round-leaf (Betula uber)",T,"$9,339","$883,298,738"
871,Phyllostegia warshaueri (=Sci name),E,"$9,259","$883,307,997"
872,Lo`ulu (Pritchardia munroi),E,"$9,246","$883,317,243"
873,"Geranium, Hawaiian red-flowered (Geranium arboreum)",E,"$9,189","$883,326,432"
874,"Checker-mallow, Kenwood Marsh (Sidalcea oregana ssp. valida)",E,"$9,117","$883,335,549"
875,"Pitcher-plant, mountain sweet (Sarracenia rubra ssp. jonesii)",E,"$9,116","$883,344,665"
876,`Anunu (Sicyos alba),E,"$9,094","$883,353,759"
877,"Springsnail, Roswell (Pyrgulopsis roswellensis)",E,"$9,000","$883,362,759"
877,"Springsnail, Koster's (Juturnia kosteri)",E,"$9,000","$883,371,759"
