"TABLE 2. SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY2010 REPORTED EXPENDITURES, NOT INCLUDING LAND ACQUISITION COSTS",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Rank,Rank,Species (50 CFR Part 17),Species (50 CFR Part 17),Status,Status,,Species,,,Cumulatative,,,,
,,,,,,,,,Total,Total,,,,
,1038,,,"Phacelia, island (Phacelia insularis ssp. insularis)",,,E,,,"$6,501",,,"1,162,004,351",
1039.0,Lobelia monostachya (=Sci name),E,"$6,343","$1,162,010,694",,,,,,,,,,
,1040,,,"Dwarf-flax, Marin (Hesperolinon congestum)",,,T,,,"$6,332",,,"1,162,017,026",
1041.0,Pilo kea lau li`i (Platydesma rostrata),E,"$6,312","$1,162,023,338",,,,,,,,,,
,1042,,,Haha (Cyanea mceldowneyi),,,E,,,"$6,287",,,"1,162,029,625",
1043.0,Haha (Cyanea pinnatifida),E,"$6,243","$1,162,035,868",,,,,,,,,,
,1044,,,Kuahiwi laukahi (Plantago hawaiensis),,,E,,,"$6,111",,,"1,162,041,979",
1045.0,Daphnopsis hellerana (=Sci name),E,"$6,000","$1,162,047,979",,,,,,,,,,
,1045,,,Cobana negra (Stahlia monosperma),,,T,,,"$6,000",,,"1,162,053,979",
,1045,,,Polystichum calderonense (=Sci name),,,E,,,"$6,000",,,"1,162,059,979",
1046,"Flannelbush, Mexican (Fremontodendron mexicanum)",E,"$5,910","$1,162,065,889",,,,,,,,,,
1047,1047,,"Blossom, tubercled (pearlymussel) (Epioblasma torulosa torulosa) – Entire; Except",,E,E,"$5,853","$5,853","$1,162,071,742","1,162,071,742",,,,
,,,,where EXPN,,,,,,,,,,
1048,Schiedea membranacea (=Sci name),E,"$5,851","$1,162,077,593",,,,,,,,,,
,1048,,,Kopiko (Psychotria hobdyi),,,E,,,"$5,851",,,"1,162,083,444",
1049,Keysseria (=Lagenifera) helenae (=Sci name),E,"$5,812","$1,162,089,256",,,,,,,,,,
,1050,,,"Monkey-flower, Michigan (Mimulus michiganensis)",,,E,,,"$5,800",,,"1,162,095,056",
1051,Lysimachia scopulensis (=Sci name),E,"$5,787","$1,162,100,843",,,,,,,,,,
,1052,,,Ha`iwale (Cyrtandra polyantha),,,E,,,"$5,757",,,"1,162,106,600",
1052,Haha (Cyanea truncata),E,"$5,757","$1,162,112,357",,,,,,,,,,
,1053,,,Remya montgomeryi (=Sci name),,,E,,,"$5,751",,,"1,162,118,108",
1054,"Blazingstar, Heller's (Liatris helleri)",T,"$5,698","$1,162,123,806",,,,,,,,,,
,1055,,,"Fern, American hart's-tongue (Asplenium scolopendrium var. americanum)",,,T,,,"$5,682",,,"1,162,129,488",
1056,"Jewelflower, Tiburon (Streptanthus niger)",E,"$5,578","$1,162,135,066",,,,,,,,,,
,1057,,,Schoepfia arenaria (=Sci name),,,T,,,"$5,500",,,"1,162,140,566",
1057,Auerodendron pauciflorum (=Sci name),E,"$5,500","$1,162,146,066",,,,,,,,,,
,1058,,,"Bear, American black (Ursus americanus) - County range of LA b.bear",,,SAT,,,"$5,473",,,"1,162,151,539",
1059,Phyllostegia velutina (=Sci name),E,"$5,461","$1,162,157,000",,,,,,,,,,
,1060,,,"Fly, Delhi Sands flower-loving (Rhaphiomidas terminatus abdominalis)",,,E,,,"$5,460",,,"1,162,162,460",
1061,"Cactus, Chisos Mountain hedgehog (Echinocereus chisoensis var. chisoensis)",T,"$5,450","$1,162,167,910",,,,,,,,,,
,1062,,,"Schiedea, Diamond Head (Schiedea adamantis)",,,E,,,"$5,384",,,"1,162,173,294",
1063,Mapele (Cyrtandra cyaneoides),E,"$5,364","$1,162,178,658",,,,,,,,,,
,1064,,,Gouania meyenii (=Sci name),,,E,,,"$5,357",,,"1,162,184,015",
1065,"Hibiscus, Clay's (Hibiscus clayi)",E,"$5,351","$1,162,189,366",,,,,,,,,,
,1065,,,Alani (Melicope haupuensis),,,E,,,"$5,351",,,"1,162,194,717",
1065,`Aiea (Nothocestrum peltatum),E,"$5,351","$1,162,200,068",,,,,,,,,,
,1065,,,Haha (Cyanea undulata),,,E,,,"$5,351",,,"1,162,205,419",
1065,Lo`ulu (Pritchardia viscosa),E,"$5,351","$1,162,210,770",,,,,,,,,,
,1066,,,"Leather flower, Morefield's (Clematis morefieldii)",,,E,,,"$5,317",,,"1,162,216,087",
1067,Phyllostegia renovans (=Sci name),E,"$5,312","$1,162,221,399",,,,,,,,,,
,1068,,,"Finch, Laysan (honeycreeper) (Telespyza cantans)",,,E,,,"$5,300",,,"1,162,226,699",
1068,"Pearlymussel, Curtis (Epioblasma florentina curtisii)",E,"$5,300","$1,162,231,999",,,,,,,,,,
,1068,,,Ko`oko`olau (Bidens micrantha ssp. kalealaha),,,E,,,"$5,300",,,"1,162,237,299",
1068,"Pawpaw, beautiful (Deeringothamnus pulchellus)",E,"$5,300","$1,162,242,599",,,,,,,,,,
,1068,,,Haha (Cyanea kuhihewa),,,E,,,"$5,300",,,"1,162,247,899",
1068,Schiedea attenuata (=Sci name),E,"$5,300","$1,162,253,199",,,,,,,,,,
,1068,,,Haha (Cyanea eleeleensis),,,E,,,"$5,300",,,"1,162,258,499",
1069,Schiedea helleri (=Sci name),E,"$5,264","$1,162,263,763",,,,,,,,,,
,1070,,,Xylosma crenatum (=Sci name),,,E,,,"$5,251",,,"1,162,269,014",
1071,"Lilliput, pale (pearlymussel) (Toxolasma cylindrellus)",E,"$5,220","$1,162,274,234",,,,,,,,,,
,1072,,,"Panicgrass, Carter's (Panicum fauriei var. carteri)",,,E,,,"$5,164",,,"1,162,279,398",
1073,Kohe malama malama o kanaloa (Kanaloa kahoolawensis),E,"$5,151","$1,162,284,549",,,,,,,,,,
,1074,,,"Vervain, Red Hills (Verbena californica)",,,T,,,"$5,115",,,"1,162,289,664",
1075,"Barberry, Nevin's (Berberis nevinii)",E,"$5,110","$1,162,294,774",,,,,,,,,,
,1076,,,"Madtom, Scioto (Noturus trautmani)",,,E,,,"$5,100",,,"1,162,299,874",
1076,"Cory cactus, bunched (Coryphantha ramillosa)",T,"$5,100","$1,162,304,974",,,,,,,,,,
,1077,,,Na`ena`e (Dubautia pauciflorula),,,E,,,"$5,064",,,"1,162,310,038",
1077,Kamakahala (Labordia tinifolia var. wahiawaensis),E,"$5,064","$1,162,315,102",,,,,,,,,,
,1078,,,"Water-willow, Cooley's (Justicia cooleyi)",,,E,,,"$5,056",,,"1,162,320,158",
1078,"Mint, longspurred (Dicerandra cornutissima)",E,"$5,056","$1,162,325,214",,,,,,,,,,
,1079,,,"Pigtoe, shiny (Fusconaia cor) - TN - portions of the French Broad and Holston Rivers",,,EXPN,,,"$5,000",,,"1,162,330,214",
1079,"Shrimp, Kentucky cave (Palaemonias ganteri)",E,"$5,000","$1,162,335,214",,,,,,,,,,
,1079,,,Bariaco (Trichilia triacantha),,,E,,,"$5,000",,,"1,162,340,214",
1079,Gesneria pauciflora (=Sci name),T,"$5,000","$1,162,345,214",,,,,,,,,,
,1080,,,Viola lanaiensis (=Sci name),,,E,,,"$4,951",,,"1,162,350,165",
1081,"Ridge-cress, Barneby (Lepidium barnebyanum)",E,"$4,950","$1,162,355,115",,,,,,,,,,
,1082,,,Haha (Cyanea grimesiana ssp. obatae),,,E,,,"$4,880",,,"1,162,359,995",
1083,Phyllostegia waimeae (=Sci name),E,"$4,864","$1,162,364,859",,,,,,,,,,
1047,1047,,,,,,,,,,,,,
E,E,,,,,,,,,,,,,
"$5,853","$5,853",,,,,,,,,,,,,
"$1,162,071,742","1,162,071,742",,,,,,,,,,,,,
,,,,,,,,,,Total,Total,,,
1083.0,Schiedea kauaiensis (=Sci name),E,"$4,864","$1,162,369,723",,,,,,,,,,
,1084,,,Aupaka (Isodendrion laurifolium),,,E,,,"$4,857",,,"1,162,374,580",
1085.0,Haha (Cyanea macrostegia ssp. gibsonii),E,"$4,851","$1,162,379,431",,,,,,,,,,
,1086,,,Kamakahala (Labordia triflora),,,E,,,"$4,800",,,"1,162,384,231",
1086.0,Gahnia lanaiensis (=Sci name),E,"$4,800","$1,162,389,031",,,,,,,,,,
,1087,,,`Oha wai (Clermontia oblongifolia ssp. mauiensis),,,E,,,"$4,764",,,"1,162,393,795",
1088.0,"Blossom, turgid (pearlymussel) (Epioblasma turgidula) - Entire ; Except EXPN",E,"$4,708","$1,162,398,503",,,,,,,,,,
,1089,,,Ha`iwale (Cyrtandra oenobarba),,,E,,,"$4,700",,,"1,162,403,203",
1089.0,Na`ena`e (Dubautia imbricata imbricata),E,"$4,700","$1,162,407,903",,,,,,,,,,
,1090,,,Tetramolopium remyi (=Sci name),,,E,,,"$4,564",,,"1,162,412,467",
1091.0,"Clarkia, Pismo (Clarkia speciosa ssp. immaculata)",E,"$4,505","$1,162,416,972",,,,,,,,,,
,1092,,,Hesperomannia lydgatei (=Sci name),,,E,,,"$4,500",,,"1,162,421,472",
1093.0,Tetraplasandra bisattenuata (=Sci name),E,"$4,487","$1,162,425,959",,,,,,,,,,
,1094,,,"Poppy-mallow, Texas (Callirhoe scabriuscula)",,,E,,,"$4,450",,,"1,162,430,409",
1095.0,Tetramolopium lepidotum ssp. lepidotum (=Sci name),E,"$4,393","$1,162,434,802",,,,,,,,,,
,1096,,,"Sculpin, pygmy (Cottus paulus (=pygmaeus))",,,T,,,"$4,349",,,"1,162,439,151",
1096.0,"Madtom, smoky (Noturus baileyi) - Tellico River, TN",EXPN,"$4,349","$1,162,443,500",,,,,,,,,,
,1096,,,"Darter, duskytail (Etheostoma percnurum) - Tellico River, TN",,,EXPN,,,"$4,349",,,"1,162,447,849",
1097.0,`Akoko (Chamaesyce remyi var. remyi),E,"$4,312","$1,162,452,161",,,,,,,,,,
,1098,,,Wawae`iole (Lycopodium (=Phlegmariurus) nutans),,,E,,,"$4,306",,,"1,162,456,467",
1099.0,"Chub, spotfin (Erimonax monachus) - Tellico River, TN",EXPN,"$4,250","$1,162,460,717",,,,,,,,,,
,1099,,,"Groundsel, San Francisco Peaks (Senecio franciscanus)",,,T,,,"$4,250",,,"1,162,464,967",
1100.0,"Finch, Nihoa (honeycreeper) (Telespyza ultima)",E,"$4,202","$1,162,469,169",,,,,,,,,,
,1101,,,Lo`ulu (Pritchardia napaliensis),,,E,,,"$4,151",,,"1,162,473,320",
1102.0,`Akoko (Euphorbia haeleeleana),E,"$4,039","$1,162,477,359",,,,,,,,,,
,1103,,,"Fly, Hawaiian picture-wing (Drosophila sharpi)",,,E,,,"$4,018",,,"1,162,481,377",
1104.0,"Akialoa, Kauai (honeycreeper) (Hemignathus procerus)",E,"$4,000","$1,162,485,377",,,,,,,,,,
,1104,,,"Madtom, yellowfin (Noturus flavipinnis) - Tellico River, TN",,,EXPN,,,"$4,000",,,"1,162,489,377",
1104.0,Chamaecrista glandulosa var. mirabilis (=Sci name),E,"$4,000","$1,162,493,377",,,,,,,,,,
,1104,,,Chupacallos (Pleodendron macranthum),,,E,,,"$4,000",,,"1,162,497,377",
1104.0,"Prickly-ash, St. Thomas (Zanthoxylum thomasianum)",E,"$4,000","$1,162,501,377",,,,,,,,,,
,1104,,,Leptocereus grantianus (=Sci name),,,E,,,"$4,000",,,"1,162,505,377",
1104.0,Lysimachia venosa (=Sci name),E,"$4,000","$1,162,509,377",,,,,,,,,,
,1104,,,Haha (Cyanea dolichopoda),,,E,,,"$4,000",,,"1,162,513,377",
1104.0,Haiwale (Cyrtandra paliku),E,"$4,000","$1,162,517,377",,,,,,,,,,
,1104,,,Naenae (Dubautia kenwoodii),,,E,,,"$4,000",,,"1,162,521,377",
1104.0,Lysimachia iniki (=Sci name),E,"$4,000","$1,162,525,377",,,,,,,,,,
,1104,,,Lysimachia pendens (=Sci name),,,E,,,"$4,000",,,"1,162,529,377",
1104.0,Doryopteris angelica (=Sci name),E,"$4,000","$1,162,533,377",,,,,,,,,,
,1105,,,"Combshell, southern (Epioblasma penita)",,,E,,,"$3,998",,,"1,162,537,375",
1106.0,Olulu (Brighamia insignis),E,"$3,987","$1,162,541,362",,,,,,,,,,
,1107,,,Lysimachia filifolia (=Sci name),,,E,,,"$3,980",,,"1,162,545,342",
1108.0,Remya kauaiensis (=Sci name),E,"$3,964","$1,162,549,306",,,,,,,,,,
,1109,,,Oha (Delissea rivularis),,,E,,,"$3,900",,,"1,162,553,206",
1109.0,Awiwi (Hedyotis cookiana),E,"$3,900","$1,162,557,106",,,,,,,,,,
,1110,,,"Milk-vetch, Deseret (Astragalus desereticus)",,,T,,,"$3,781",,,"1,162,560,887",
1111.0,"Beetle, Coffin Cave mold (Batrisodes texanus)",E,"$3,760","$1,162,564,647",,,,,,,,,,
,1112,,,"Seal, Caribbean monk (Monachus tropicalis)",,,E,,,"$3,720",,,"1,162,568,367",
1113.0,"Turtle, yellow-blotched map (Graptemys flavimaculata)",T,"$3,709","$1,162,572,076",,,,,,,,,,
,1114,,,Wahane (Pritchardia aylmer-robinsonii),,,E,,,"$3,687",,,"1,162,575,763",
1115.0,"Blue-star, Kearney's (Amsonia kearneyana)",E,"$3,673","$1,162,579,436",,,,,,,,,,
,1116,,,"Dudleya, Conejo (Dudleya abramsii ssp. parva)",,,T,,,"$3,625",,,"1,162,583,061",
1116.0,"Dudleya, Verity's (Dudleya verityi)",T,"$3,625","$1,162,586,686",,,,,,,,,,
,1117,,,Alani (Melicope quadrangularis),,,E,,,"$3,600",,,"1,162,590,286",
1117.0,Diellia pallida (=Sci name),E,"$3,600","$1,162,593,886",,,,,,,,,,
,1118,,,Haha (Cyanea asarifolia),,,E,,,"$3,587",,,"1,162,597,473",
1119.0,Silene perlmanii (=Sci name),E,"$3,580","$1,162,601,053",,,,,,,,,,
,1120,,,"Hedyotis, Na Pali beach (Hedyotis st.-johnii)",,,E,,,"$3,500",,,"1,162,604,553",
1120.0,Neraudia sericea (=Sci name),E,"$3,500","$1,162,608,053",,,,,,,,,,
,,,,,,,,,,Total,Total,,,
1120.0,"Trillium, persistent (Trillium persistens)",E,"$3,500","$1,162,611,553",,,,,,,,,,
,1120,,,Palo de ramon (Banara vanderbiltii),,,E,,,"$3,500",,,"1,162,615,053",
1120.0,Mitracarpus maxwelliae (=Sci name),E,"$3,500","$1,162,618,553",,,,,,,,,,
,1120,,,Erubia (Solanum drymophilum),,,E,,,"$3,500",,,"1,162,622,053",
1120.0,Myrcia paganii (=Sci name),E,"$3,500","$1,162,625,553",,,,,,,,,,
,1120,,,Alsinidendron viscosum (=Sci name),,,E,,,"$3,500",,,"1,162,629,053",
1120.0,Phyllostegia wawrana (=Sci name),E,"$3,500","$1,162,632,553",,,,,,,,,,
,1120,,,Stenogyne campanulata (=Sci name),,,E,,,"$3,500",,,"1,162,636,053",
1121.0,"Remya, Maui (Remya mauiensis)",E,"$3,487","$1,162,639,540",,,,,,,,,,
,1122,,,Phyllostegia knudsenii (=Sci name),,,E,,,"$3,400",,,"1,162,642,940",
1122.0,"Cactus, Lee pincushion (Coryphantha sneedii var. leei)",T,"$3,400","$1,162,646,340",,,,,,,,,,
,1122,,,Kauai hau kuahiwi (Hibiscadelphus distans),,,E,,,"$3,400",,,"1,162,649,740",
1123.0,Ihi`ihi (Marsilea villosa),E,"$3,360","$1,162,653,100",,,,,,,,,,
,1124,,,Haha (Cyanea humboldtiana),,,E,,,"$3,293",,,"1,162,656,393",
1125.0,"Spineflower, Ben Lomond (Chorizanthe pungens var. hartwegiana)",E,"$3,290","$1,162,659,683",,,,,,,,,,
,1126,,,Pilo (Hedyotis mannii),,,E,,,"$3,200",,,"1,162,662,883",
1126.0,"Bluegrass, Mann's (Poa mannii)",E,"$3,200","$1,162,666,083",,,,,,,,,,
,1127,,,"Beetle, delta green ground (Elaphrus viridis)",,,T,,,"$3,188",,,"1,162,669,271",
1128.0,Amaranthus brownii (=Sci name),E,"$3,100","$1,162,672,371",,,,,,,,,,
,1128,,,"Koki`o, Cooke's (Kokia cookei)",,,E,,,"$3,100",,,"1,162,675,471",
1128.0,Mariscus pennatiformis (=Sci name),E,"$3,100","$1,162,678,571",,,,,,,,,,
,1128,,,Hau kuahiwi (Hibiscadelphus woodii),,,E,,,"$3,100",,,"1,162,681,671",
1129.0,Haha (Cyanea remyi),E,"$3,087","$1,162,684,758",,,,,,,,,,
,1130,,,"Water-plantain, Kral's (Sagittaria secundifolia)",,,T,,,"$3,020",,,"1,162,687,778",
1131.0,"Love grass, Fosberg's (Eragrostis fosbergii)",E,"$3,006","$1,162,690,784",,,,,,,,,,
,1132,,,"Amphipod, Kauai cave (Spelaeorchestia koloana)",,,E,,,"$3,000",,,"1,162,693,784",
1132.0,"Buttercup, autumn (Ranunculus aestivalis (=acriformis))",E,"$3,000","$1,162,696,784",,,,,,,,,,
,1132,,,Capa rosa (Callicarpa ampla),,,E,,,"$3,000",,,"1,162,699,784",
1132.0,Calyptranthes thomasiana (=Sci name),E,"$3,000","$1,162,702,784",,,,,,,,,,
,1132,,,Palo de nigua (Cornutia obovata),,,E,,,"$3,000",,,"1,162,705,784",
1132.0,"Holly, Cook's (Ilex cookii)",E,"$3,000","$1,162,708,784",,,,,,,,,,
,1132,,,Nehe (Lipochaeta kamolensis),,,E,,,"$3,000",,,"1,162,711,784",
1132.0,Mitracarpus polycladus (=Sci name),E,"$3,000","$1,162,714,784",,,,,,,,,,
,1132,,,Kopa (Hedyotis schlechtendahliana var. remyi),,,E,,,"$3,000",,,"1,162,717,784",
1132.0,"Walnut (=Nogal), West Indian (Juglans jamaicensis)",E,"$3,000","$1,162,720,784",,,,,,,,,,
,1132,,,Lyonia truncata var. proctorii (=Sci name),,,E,,,"$3,000",,,"1,162,723,784",
1132.0,Vernonia proctorii (=Sci name),E,"$3,000","$1,162,726,784",,,,,,,,,,
,1133,,,`Akoko (Chamaesyce deppeana),,,E,,,"$2,993",,,"1,162,729,777",
1133.0,Trematolobelia singularis (=Sci name),E,"$2,993","$1,162,732,770",,,,,,,,,,
,1134,,,Koki`o (Kokia kauaiensis),,,E,,,"$2,987",,,"1,162,735,757",
1135.0,Mariscus fauriei (=Sci name),E,"$2,900","$1,162,738,657",,,,,,,,,,
,1136,,,"Pomace fly, [unnamed] (Drosophila heteroneura)",,,E,,,"$2,894",,,"1,162,741,551",
1137.0,"Pawpaw, Rugel's (Deeringothamnus rugelii)",E,"$2,850","$1,162,744,401",,,,,,,,,,
,1138,,,Ma`oli`oli (Schiedea apokremnos),,,E,,,"$2,800",,,"1,162,747,201",
1138.0,Haha (Cyanea recta),T,"$2,800","$1,162,750,001",,,,,,,,,,
,1139,,,"Button, Mohr's Barbara (Marshallia mohrii)",,,T,,,"$2,791",,,"1,162,752,792",
1140.0,Alani (Melicope saint-johnii),E,"$2,706","$1,162,755,498",,,,,,,,,,
,1140,,,Pauoa (Ctenitis squamigera),,,E,,,"$2,706",,,"1,162,758,204",
1141.0,Papala (Charpentiera densiflora),E,"$2,700","$1,162,760,904",,,,,,,,,,
,1141,,,`Awikiwiki (Canavalia napaliensis),,,E,,,"$2,700",,,"1,162,763,604",
1141.0,`Akoko (Chamaesyce remyi var. kauaiensis),E,"$2,700","$1,162,766,304",,,,,,,,,,
,1141,,,"Bluegrass, Hawaiian (Poa sandvicensis)",,,E,,,"$2,700",,,"1,162,769,004",
1141.0,"Iliau, dwarf (Wilkesia hobdyi)",E,"$2,700","$1,162,771,704",,,,,,,,,,
,1141,,,Poa siphonoglossa (=Sci name),,,E,,,"$2,700",,,"1,162,774,404",
1141.0,Ho`awa (Pittosporum napaliense),E,"$2,700","$1,162,777,104",,,,,,,,,,
,1141,,,"Lo`ulu, (=Na`ena`e) (Pritchardia hardyi)",,,E,,,"$2,700",,,"1,162,779,804",
1141.0,Na`ena`e (Dubautia plantaginea magnifolia),E,"$2,700","$1,162,782,504",,,,,,,,,,
,1142,,,Holei (Ochrosia kilaueaensis),,,E,,,"$2,674",,,"1,162,785,178",
1143.0,"Bittercress, small-anthered (Cardamine micranthera)",E,"$2,660","$1,162,787,838",,,,,,,,,,
,,,,,,,,,,Total,Total,,,
1143,"Ladies'-tresses, Canelo Hills (Spiranthes delitescens)",E,"$2,660","$1,162,790,498",,,,,,,,,,
1144,1144,,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina) – Entire; Except",,E,E,"$2,633","$2,633","$1,162,793,131","1,162,793,131",,,,
,,,,where EXPN,,,,,,,,,,
1145,`Ohe`ohe (Tetraplasandra gymnocarpa),E,"$2,606","$1,162,795,737",,,,,,,,,,
,1145,,,Diellia falcata (=Sci name),,,E,,,"$2,606",,,"1,162,798,343",
1145,Diellia unisora (=Sci name),E,"$2,606","$1,162,800,949",,,,,,,,,,
,1146,,,"Beetle, Kretschmarr Cave mold (Texamaurops reddelli)",,,E,,,"$2,600",,,"1,162,803,549",
1146,Chamaesyce halemanui (=Sci name),E,"$2,600","$1,162,806,149",,,,,,,,,,
,1146,,,Nehe (Lipochaeta fauriei),,,E,,,"$2,600",,,"1,162,808,749",
1146,Kaulu (Pteralyxia kauaiensis),E,"$2,600","$1,162,811,349",,,,,,,,,,
,1146,,,"Lily, Minnesota dwarf trout (Erythronium propullans)",,,E,,,"$2,600",,,"1,162,813,949",
1146,Nehe (Lipochaeta waimeaensis),E,"$2,600","$1,162,816,549",,,,,,,,,,
,1146,,,Laulihilihi (Schiedea stellarioides),,,E,,,"$2,600",,,"1,162,819,149",
1147,"Snail, noonday (Mesodon clarki nantahala)",T,"$2,500","$1,162,821,649",,,,,,,,,,
,1147,,,Thelypteris inabonensis (=Sci name),,,E,,,"$2,500",,,"1,162,824,149",
1147,Thelypteris verecunda (=Sci name),E,"$2,500","$1,162,826,649",,,,,,,,,,
,1148,,,"Isopod, Socorro (Thermosphaeroma thermophilus)",,,E,,,"$2,450",,,"1,162,829,099",
1149,Schiedea spergulina var. leiopoda (=Sci name),E,"$2,400","$1,162,831,499",,,,,,,,,,
,1149,,,Schiedea spergulina var. spergulina (=Sci name),,,T,,,"$2,400",,,"1,162,833,899",
1150,Gouania hillebrandii (=Sci name),E,"$2,387","$1,162,836,286",,,,,,,,,,
,1150,,,Kamakahala (Labordia tinifolia var. lanaiensis),,,E,,,"$2,387",,,"1,162,838,673",
1151,Nesogenes rotensis (=Sci name),E,"$2,300","$1,162,840,973",,,,,,,,,,
,1151,,,Osmoxylon mariannense (=Sci name),,,E,,,"$2,300",,,"1,162,843,273",
1152,"Lampmussel, Alabama (Lampsilis virescens) – Entire; Except where EXPN",E,"$2,220","$1,162,845,493",,,,,,,,,,
,1152,,,"Pigtoe, flat (Pleurobema marshalli)",,,E,,,"$2,220",,,"1,162,847,713",
1152,Stirrupshell (Quadrula stapes),E,"$2,220","$1,162,849,933",,,,,,,,,,
,1153,,,"Clubshell, black (Pleurobema curtum)",,,E,,,"$2,203",,,"1,162,852,136",
1154,Liliwai (Acaena exigua),E,"$2,200","$1,162,854,336",,,,,,,,,,
,1154,,,Na`ena`e (Dubautia latifolia),,,E,,,"$2,200",,,"1,162,856,536",
1154,`Akoko (Chamaesyce eleanoriae),E,"$2,200","$1,162,858,736",,,,,,,,,,
,1155,,,"Sedge, Navajo (Carex specuicola)",,,T,,,"$2,176",,,"1,162,860,912",
1156,Tetramolopium rockii (=Sci name),T,"$2,108","$1,162,863,020",,,,,,,,,,
,1157,,,"Gambusia, San Marcos (Gambusia georgei)",,,E,,,"$2,100",,,"1,162,865,120",
1157,"Pondweed, Little Aguja (=Creek) (Potamogeton clystocarpus)",E,"$2,100","$1,162,867,220",,,,,,,,,,
,1157,,,Nehe (Lipochaeta micrantha),,,E,,,"$2,100",,,"1,162,869,320",
1158,"Rocksnail, interrupted (=Georgia) (Leptoxis foremani)",E,"$2,001","$1,162,871,321",,,,,,,,,,
,1159,,,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum)",,,E,,,"$2,000",,,"1,162,873,321",
1159,"Butterfly, lotis blue (Lycaeides argyrognomon lotis)",E,"$2,000","$1,162,875,321",,,,,,,,,,
,1159,,,Pelos del diablo (Aristida portoricensis),,,E,,,"$2,000",,,"1,162,877,321",
1159,Uvillo (Eugenia haematocarpa),E,"$2,000","$1,162,879,321",,,,,,,,,,
,1159,,,Palo colorado (Ternstroemia luquillensis),,,E,,,"$2,000",,,"1,162,881,321",
1159,Ternstroemia subsessilis (=Sci name),E,"$2,000","$1,162,883,321",,,,,,,,,,
,1159,,,Palo de jazmin (Styrax portoricensis),,,E,,,"$2,000",,,"1,162,885,321",
1159,Catesbaea melanocarpa (=Sci name),E,"$2,000","$1,162,887,321",,,,,,,,,,
,1159,,,Ilex sintenisii (=Sci name),,,E,,,"$2,000",,,"1,162,889,321",
1160,"Hornsnail, rough (Pleurocera foremani)",E,"$1,901","$1,162,891,222",,,,,,,,,,
,1161,,,Ha`iwale (Cyrtandra crenata),,,E,,,"$1,900",,,"1,162,893,122",
1161,Lysimachia lydgatei (=Sci name),E,"$1,900","$1,162,895,022",,,,,,,,,,
,1162,,,"Cypress, Gowen (Cupressus goveniana ssp. goveniana)",,,T,,,"$1,850",,,"1,162,896,872",
1163,"Wartyback, white (pearlymussel) (Plethobasus cicatricosus) - TN - portions of theFrench Broad and Holston Rivers",EXPN,"$1,833","$1,162,898,705",,,,,,,,,,
,1164,,,Schiedea sarmentosa (=Sci name),,,E,,,"$1,800",,,"1,162,900,505",
1164,Alani (Melicope munroi),E,"$1,800","$1,162,902,305",,,,,,,,,,
,1164,,,Alani (Melicope reflexa),,,E,,,"$1,800",,,"1,162,904,105",
1164,"Snowbells, Texas (Styrax texanus)",E,"$1,800","$1,162,905,905",,,,,,,,,,
,1164,,,Schiedea lydgatei (=Sci name),,,E,,,"$1,800",,,"1,162,907,705",
1164,Haha (Cyanea mannii),E,"$1,800","$1,162,909,505",,,,,,,,,,
,1165,,,"Pomace fly, [unnamed] (Drosophila ochrobasis)",,,E,,,"$1,798",,,"1,162,911,303",
1166,"Iagu, Hayun (=(Guam), Tronkon guafi (Rota)) (Serianthes nelsonii)",E,"$1,703","$1,162,913,006",,,,,,,,,,
1144,1144,,,,,,,,,,,,,
E,E,,,,,,,,,,,,,
"$2,633","$2,633",,,,,,,,,,,,,
"$1,162,793,131","1,162,793,131",,,,,,,,,,,,,
,
,
,
"1,162,916,406",
,
"1,162,919,806",
,
"1,162,923,204",
,
"1,162,926,530",
,
"1,162,929,630",
,
"1,162,932,630",
,
"1,162,935,530",
,
"1,162,938,323",
,
"1,162,940,922",
,
"1,162,943,175",
,
"1,162,945,381",
,
"1,162,947,583",
,
"1,162,949,632",
,
"1,162,951,632",
,
"1,162,953,632",
,
"1,162,955,619",
,
"1,162,957,367",
,
"1,162,958,970",
,
"1,162,960,570",
,
"1,162,962,170",
,
"1,162,963,576",
,
"1,162,964,982",
,
"1,162,966,288",
,
,
,
,
,
,
,
"1,162,969,720",
,
"1,162,970,720",
,
,
,
,
,
,
,
,
,,,,,,,,,,Total,Total,,,
1192,"Pebblesnail, flat (Lepyrium showalteri)",E,$420,"$1,162,971,589",,,,,,,,,,
1193,1193,,"lossom, tubercled (pearlymussel) (Epioblasma torulosa torulosa) - AL; Free-Flowing",,EXPN,EXPN,$400,$400,"$1,162,971,989","$1,162,971,989",,,,
,,,,"each of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties",,,,,,,,,,
1193,"Clubshell (Pleurobema clava) - AL; Free-Flowing Reach of the Tennessee River belowthe Wilson Dam, Colbert and Lauderdale Counties",EXPN,$400,"$1,162,972,389",,,,,,,,,,
